id,dragName,realName,hometown,biography,twitter,instagram,tiktok,metadataSourceUrl,hasImages,imageCount,imageUrls,lastImageScrapeAt,age,outcome,season,franchise,seasonMetadataSourceUrl,createdAt,updatedAt
4a143033-745b-4423-91c6-a23a99b2edff,BeBe Zahara Benet,Winner,"Minneapolis, Minnesota",,,,,https://rupaulsdragrace.fandom.com/wiki/BeBe_Zahara_Benet,false,0,,,30,Winner,Season 1,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_1,2025-08-20T20:00:27.643Z,2025-08-20T20:00:27.643Z
45c7674b-79bf-4f04-8aa1-e93ca5d3d594,Shangela,12th place,"Paris, Texas",,,,,https://rupaulsdragrace.fandom.com/wiki/Shangela,false,0,,,28,12th place,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T20:00:23.431Z,2025-08-20T20:00:23.431Z
2ea079b9-47f8-44be-aae9-7ad94e61d00d,Nicole Paige Brooks,11th place,"Atlanta, Georgia",,,,,https://rupaulsdragrace.fandom.com/wiki/Nicole_Paige_Brooks,false,0,,,36,11th place,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T20:00:19.068Z,2025-08-20T20:00:19.068Z
42fb86a9-7e18-4cf3-8827-b59ab7566057,Mystique Summers Madison,10th place,"Bedford, Texas",,,,,https://rupaulsdragrace.fandom.com/wiki/Mystique_Summers_Madison,false,0,,,25,10th place,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T20:00:16.523Z,2025-08-20T20:00:16.523Z
4d1ee7f2-9cc7-4389-93c3-813fb568c9d4,Sonique[b],9th place,"Atlanta, Georgia",,,,,,false,0,,,26,9th place,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T20:00:14.042Z,2025-08-20T20:00:14.042Z
6652eb69-1507-427d-912e-e2212af272be,Morgan McMichaels,8th place,"Mira Loma, California",,,,,https://rupaulsdragrace.fandom.com/wiki/Morgan_McMichaels,false,0,,,28,8th place,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T20:00:11.747Z,2025-08-20T20:00:11.747Z
918a8805-8ded-464d-ba24-4193b5393a1b,Sahara Davenport,7th place,"New York City, New York",,,,,https://rupaulsdragrace.fandom.com/wiki/Sahara_Davenport,false,0,,,25,7th place,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T20:00:09.268Z,2025-08-20T20:00:09.268Z
7cc4757b-00a5-449f-b88a-dc36d578cd87,Jessica Wild,6th place,"San Juan, Puerto Rico",,,,,https://rupaulsdragrace.fandom.com/wiki/Jessica_Wild,false,0,,,29,6th place,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T20:00:06.795Z,2025-08-20T20:00:06.795Z
7db012e4-de9f-4d3b-ba4e-41e5099c80ca,Pandora Boxx,5th place[a],"Rochester, New York",,,,,https://rupaulsdragrace.fandom.com/wiki/Pandora_Boxx,false,0,,,37,5th place[a],Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T20:00:04.182Z,2025-08-20T20:00:04.182Z
2667bd61-7fca-45bc-bf5e-0c3e10e3ed52,Tatianna,4th place,"Falls Church, Virginia",,,,,https://rupaulsdragrace.fandom.com/wiki/Tatianna,false,0,,,21,4th place,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T20:00:01.318Z,2025-08-20T20:00:01.318Z
0a92358f-04c3-476c-8f96-e5779248943b,Jujubee,3rd place,"Boston, Massachusetts",,,,,https://rupaulsdragrace.fandom.com/wiki/Jujubee,false,0,,,25,3rd place,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T19:59:59.221Z,2025-08-20T19:59:59.221Z
a4c61dbc-733c-4b40-a0af-fba6f5fbe310,Raven,Runner-up,"Riverside, California",,,,,https://rupaulsdragrace.fandom.com/wiki/Raven,false,0,,,30,Runner-up,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T19:59:57.064Z,2025-08-20T19:59:57.064Z
452e0d60-8b0d-4c5e-ba46-e167d4b8eb32,Tyra Sanchez,Winner,"Orlando, Florida",,,,,https://rupaulsdragrace.fandom.com/wiki/Tyra_Sanchez,false,0,,,21,Winner,Season 2,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_2,2025-08-20T19:59:54.785Z,2025-08-20T19:59:54.785Z
1741ff1a-76ab-401e-a2c4-4504186be1eb,Venus D-Lite,13th place,"Los Angeles, California",,,,,https://rupaulsdragrace.fandom.com/wiki/Venus_D-Lite,false,0,,,26,13th place,Season 3,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_3,2025-08-20T19:59:51.374Z,2025-08-20T19:59:51.374Z
05f65eed-923f-41e8-af0d-6c1323a34a58,Phoenix,12th place,"Atlanta, Georgia",,,,,https://rupaulsdragrace.fandom.com/wiki/Phoenix,false,0,,,29,12th place,Season 3,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_3,2025-08-20T19:59:49.063Z,2025-08-20T19:59:49.063Z
fb5a78f8-38c1-4e3e-bca7-c9c8ffaad326,Mimi Imfurst,11th place,"New York City, New York",,,,,https://rupaulsdragrace.fandom.com/wiki/Mimi_Imfurst,false,0,,,26,11th place,Season 3,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_3,2025-08-20T19:59:46.965Z,2025-08-20T19:59:46.965Z
3409e814-6469-432b-ac7f-9a93145c9c29,India Ferrah,10th place,"Dayton, Ohio",,,,,https://rupaulsdragrace.fandom.com/wiki/India_Ferrah,false,0,,,23,10th place,Season 3,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_3,2025-08-20T19:59:44.531Z,2025-08-20T19:59:44.531Z
97bf9ab2-e6a1-4d83-9876-1fe06ca1f9f8,Mariah[e],9th place,"Atlanta, Georgia",,,,,,false,0,,,29,9th place,Season 3,RuPaul's Drag Race (US),https://en.wikipedia.org/wiki/RuPaul%27s_Drag_Race_season_3,2025-08-20T19:59:42.151Z,2025-08-20T19:59:42.151Z
